
** get_Rfile_ascii_table_params: lline: 23
** get_Rfile_ascii_table_params: number of columns: 11 from header line:
['iteration', 'logPost', 'stepSize', 'cycleSpinRow', 'cycleSpinCol', 'smoothingParam0', 'smoothingParam1', 'smoothingParam2', 'smoothingParam3', 'smoothingParam4', 'expectedMSCounts']
** get_Rfile_ascii_table_params: lline: 280 ['257', '-1600.86', '-67.9969025', '30', '21', '0.048331', '0.170391', '0.099522', '0.108905', '0.093202', '365.707']

** get_Rfile_ascii_table_params: lline: 281 ['258', '-1502.11', '98.74899433', '26', '14', '0.087102', '0.130362', '0.077560', '0.109439', '0.108502', '355.192']

** get_Rfile_ascii_table_params: lline: 282 ['259', '-1555.76', '-53.65068152', '23', '5', '0.106215', '0.104110', '0.149432', '0.070895', '0.104683', '369.504']

** get_Rfile_ascii_table_params: lline: 283 ['260', '-1569.08', '-13.32327615', '27', '3', '0.131015', '0.112349', '0.087971', '0.107758', '0.145007', '355.981']

** get_Rfile_ascii_table_params: lline: 284 ['261', '-1582.38', '-13.29624276', '10', '22', '0.121803', '0.110846', '0.104824', '0.142828', '0.103978', '336.312']

** get_Rfile_ascii_table_params: lline: 285 ['262', '-1569.93', '12.45140394', '9', '29', '0.119165', '0.195183', '0.087382', '0.145358', '0.113370', '335.599']

** get_Rfile_ascii_table_params: lline: 286 ['263', '-1605.24', '-35.31485727', '19', '16', '0.070151', '0.149190', '0.168165', '0.111574', '0.150848', '348.343']

** get_Rfile_ascii_table_params: lline: 287 ['264', '-1603.17', '2.072356997', '21', '1', '0.145490', '0.140248', '0.098184', '0.120954', '0.090906', '344.135']

** get_Rfile_ascii_table_params: lline: 288 ['265', '-1631.46', '-28.29180481', '15', '22', '0.141670', '0.080387', '0.081527', '0.114953', '0.086831', '374.571']

** get_Rfile_ascii_table_params: lline: 289 ['266', '-1577.88', '53.57633895', '19', '18', '0.073961', '0.055040', '0.097372', '0.142550', '0.137467', '356.03']

** get_Rfile_ascii_table_params: lline: 290 ['267', '-1511.76', '66.12345396', '0', '11', '0.128695', '0.107569', '0.098635', '0.145653', '0.103146', '388.941']

** get_Rfile_ascii_table_params: lline: 291 ['268', '-1603.93', '-92.16745972', '0', '14', '0.129186', '0.116656', '0.121547', '0.088119', '0.083030', '366.924']

** get_Rfile_ascii_table_params: lline: 292 ['269', '-1593.8', '10.12332766', '9', '13', '0.132005', '0.132750', '0.164122', '0.144052', '0.086511', '379.031']

** get_Rfile_ascii_table_params: lline: 293 ['270', '-1606.14', '-12.33602435', '26', '8', '0.130645', '0.133017', '0.120193', '0.090089', '0.112269', '360.171']

** get_Rfile_ascii_table_params: lline: 294 ['271', '-1601.56', '4.576773355', '3', '22', '0.083673', '0.097353', '0.131663', '0.095551', '0.086663', '373.929']

** get_Rfile_ascii_table_params: lline: 295 ['272', '-1593.38', '8.181872354', '18', '3', '0.143115', '0.115207', '0.142250', '0.076611', '0.164855', '361.076']

** get_Rfile_ascii_table_params: lline: 296 ['273', '-1565.71', '27.66883769', '6', '17', '0.152615', '0.148835', '0.108358', '0.090473', '0.083724', '357.304']

** get_Rfile_ascii_table_params: lline: 297 ['274', '-1644.19', '-78.4720744', '11', '11', '0.073306', '0.104097', '0.106951', '0.135018', '0.161243', '365.82']

** get_Rfile_ascii_table_params: lline: 298 ['275', '-1566.1', '78.08645227', '25', '24', '0.102491', '0.108169', '0.090719', '0.125278', '0.204481', '311.223']

** get_Rfile_ascii_table_params: lline: 299 ['276', '-1591.1', '-25.0049048', '26', '13', '0.104656', '0.140572', '0.058778', '0.074584', '0.127586', '324.393']

** get_Rfile_ascii_table_params: lline: 300 ['277', '-1544.84', '46.26328564', '11', '16', '0.117997', '0.132821', '0.147145', '0.096088', '0.093510', '324.072']

** get_Rfile_ascii_table_params: lline: 301 ['278', '-1539.58', '5.25961986', '11', '29', '0.146433', '0.125513', '0.032743', '0.160941', '0.131699', '357.506']

** get_Rfile_ascii_table_params: lline: 302 ['279', '-1601.55', '-61.96925951', '7', '15', '0.100980', '0.068703', '0.167325', '0.069199', '0.094902', '327.372']

** get_Rfile_ascii_table_params: lline: 303 ['280', '-1563.46', '38.08820203', '1', '12', '0.103664', '0.150945', '0.059644', '0.142496', '0.140822', '312.82']

** get_Rfile_ascii_table_params: lline: 304 ['281', '-1545.17', '18.29024465', '10', '1', '0.079617', '0.153218', '0.134609', '0.124995', '0.117287', '360.646']

** get_Rfile_ascii_table_params: lline: 305 ['282', '-1532.24', '12.93595626', '12', '16', '0.116377', '0.103468', '0.149852', '0.111585', '0.156506', '375.15']

** get_Rfile_ascii_table_params: lline: 306 ['283', '-1561.5', '-29.26351487', '24', '13', '0.080219', '0.113424', '0.093757', '0.085407', '0.154896', '335.938']

** get_Rfile_ascii_table_params: lline: 307 ['284', '-1570.4', '-8.902671772', '5', '7', '0.124335', '0.077206', '0.127683', '0.131755', '0.088932', '401.253']

** get_Rfile_ascii_table_params: lline: 308 ['285', '-1550.82', '19.58204696', '10', '12', '0.091676', '0.155013', '0.056725', '0.076479', '0.117337', '305.452']

** get_Rfile_ascii_table_params: lline: 309 ['286', '-1569.61', '-18.79105083', '26', '25', '0.077469', '0.124940', '0.134276', '0.101654', '0.093447', '329.192']

** get_Rfile_ascii_table_params: lline: 310 ['287', '-1558.33', '11.28532987', '15', '14', '0.127376', '0.128415', '0.142917', '0.153232', '0.156569', '384.118']

** get_Rfile_ascii_table_params: lline: 311 ['288', '-1574.47', '-16.14024419', '12', '7', '0.109060', '0.095407', '0.159877', '0.128335', '0.103562', '364.171']

** get_Rfile_ascii_table_params: lline: 312 ['289', '-1498.06', '76.40694203', '1', '17', '0.102433', '0.129013', '0.157959', '0.071884', '0.169229', '403.959']

** get_Rfile_ascii_table_params: lline: 313 ['290', '-1536.4', '-38.34265526', '3', '20', '0.079471', '0.115484', '0.079571', '0.129745', '0.112876', '328.562']

** get_Rfile_ascii_table_params: lline: 314 ['291', '-1563.14', '-26.74297678', '19', '15', '0.107509', '0.118985', '0.112773', '0.096120', '0.130639', '356.101']

** get_Rfile_ascii_table_params: lline: 315 ['292', '-1528.45', '34.69579649', '7', '2', '0.130315', '0.091348', '0.133666', '0.101306', '0.062257', '345.485']

** get_Rfile_ascii_table_params: lline: 316 ['293', '-1541.22', '-12.7727331', '1', '29', '0.101899', '0.119864', '0.100003', '0.114930', '0.093631', '386.986']

** get_Rfile_ascii_table_params: lline: 317 ['294', '-1562.04', '-20.81894718', '14', '17', '0.108438', '0.144101', '0.157274', '0.110092', '0.127702', '362.881']

** get_Rfile_ascii_table_params: lline: 318 ['295', '-1577.85', '-15.80744223', '8', '3', '0.047617', '0.144437', '0.157793', '0.139812', '0.076893', '342.887']

** get_Rfile_ascii_table_params: lline: 319 ['296', '-1555.74', '22.10796552', '1', '13', '0.076924', '0.170599', '0.102728', '0.137163', '0.130596', '355.244']

** get_Rfile_ascii_table_params: lline: 320 ['297', '-1565.99', '-10.24723105', '11', '9', '0.140952', '0.124542', '0.156689', '0.122636', '0.125123', '355.032']

** get_Rfile_ascii_table_params: lline: 321 ['298', '-1647.98', '-81.98804894', '17', '22', '0.100336', '0.136701', '0.128228', '0.115214', '0.061464', '361.81']

** get_Rfile_ascii_table_params: lline: 322 ['299', '-1582.02', '65.95687201', '23', '29', '0.071296', '0.149504', '0.114955', '0.162952', '0.065236', '369.314']

** get_Rfile_ascii_table_params: lline: 323 ['300', '-1489.23', '92.790714', '6', '23', '0.090921', '0.093276', '0.135252', '0.159929', '0.129214', '364.039']

** get_Rfile_ascii_table_params: lline: 324 ['301', '-1511.96', '-22.73248416', '2', '1', '0.111411', '0.124895', '0.046311', '0.110507', '0.144343', '364.748']

** get_Rfile_ascii_table_params: lline: 325 ['302', '-1589.35', '-77.39196348', '19', '28', '0.068149', '0.099440', '0.071210', '0.190625', '0.079191', '393.542']

** get_Rfile_ascii_table_params: lline: 326 ['303', '-1557.28', '32.07648524', '2', '11', '0.077830', '0.131866', '0.117013', '0.121652', '0.104807', '356.233']

** get_Rfile_ascii_table_params: lline: 327 ['304', '-1556.17', '1.104667109', '7', '17', '0.076064', '0.109862', '0.110442', '0.054355', '0.080674', '362.023']

** get_Rfile_ascii_table_params: lline: 328 ['305', '-1576.91', '-20.74315654', '27', '27', '0.101178', '0.100181', '0.112983', '0.120598', '0.089596', '329.447']

** get_Rfile_ascii_table_params: lline: 329 ['306', '-1563.7', '13.21206329', '15', '16', '0.059488', '0.124091', '0.113226', '0.071145', '0.170661', '346.92']

** get_Rfile_ascii_table_params: lline: 330 ['307', '-1535.33', '28.36801886', '14', '2', '0.083552', '0.107398', '0.152654', '0.146747', '0.046859', '342.245']

** get_Rfile_ascii_table_params: lline: 331 ['308', '-1576.8', '-41.46864373', '12', '26', '0.115638', '0.075923', '0.100394', '0.152010', '0.107578', '335.552']

** get_Rfile_ascii_table_params: lline: 332 ['309', '-1612.73', '-35.93211326', '29', '0', '0.070749', '0.151862', '0.120328', '0.101132', '0.092499', '336.123']

** get_Rfile_ascii_table_params: lline: 333 ['310', '-1582.81', '29.92670632', '23', '10', '0.096589', '0.113081', '0.167264', '0.131270', '0.149369', '351.599']

** get_Rfile_ascii_table_params: lline: 334 ['311', '-1554.73', '28.0735961', '5', '21', '0.075471', '0.169798', '0.123431', '0.129432', '0.100280', '339.839']

** get_Rfile_ascii_table_params: lline: 335 ['312', '-1546.16', '8.57873562', '1', '13', '0.083118', '0.143130', '0.099966', '0.149071', '0.136662', '362.051']

** get_Rfile_ascii_table_params: lline: 336 ['313', '-1553.65', '-7.489255919', '11', '11', '0.047623', '0.072417', '0.110961', '0.172831', '0.105572', '327.039']

** get_Rfile_ascii_table_params: lline: 337 ['314', '-1574.52', '-20.87666461', '20', '27', '0.089505', '0.138555', '0.178037', '0.067971', '0.131380', '366.858']

** get_Rfile_ascii_table_params: lline: 338 ['315', '-1562.08', '12.44163275', '27', '18', '0.078458', '0.095054', '0.107310', '0.081499', '0.114982', '323.943']

** get_Rfile_ascii_table_params: lline: 339 ['316', '-1608.67', '-46.58827483', '7', '15', '0.055700', '0.059306', '0.179261', '0.107296', '0.081406', '311.771']

** get_Rfile_ascii_table_params: lline: 340 ['317', '-1529.21', '79.45435838', '6', '20', '0.084096', '0.134127', '0.084983', '0.125524', '0.116055', '339.398']

** get_Rfile_ascii_table_params: lline: 341 ['318', '-1569.45', '-40.23180929', '2', '30', '0.098439', '0.091358', '0.077817', '0.132813', '0.102082', '322.372']

** get_Rfile_ascii_table_params: lline: 342 ['319', '-1607.71', '-38.26596179', '12', '9', '0.091252', '0.134371', '0.169698', '0.041597', '0.111567', '330.835']

** get_Rfile_ascii_table_params: lline: 343 ['320', '-1554.82', '52.89318517', '18', '1', '0.078307', '0.102749', '0.103374', '0.109434', '0.091477', '331.449']

** get_Rfile_ascii_table_params: lline: 344 ['321', '-1548.82', '5.996440476', '1', '2', '0.078426', '0.083630', '0.078994', '0.087651', '0.136204', '330.722']

** get_Rfile_ascii_table_params: lline: 345 ['322', '-1625.18', '-76.35944515', '13', '31', '0.077979', '0.112752', '0.141523', '0.145679', '0.087840', '356.85']

** get_Rfile_ascii_table_params: lline: 346 ['323', '-1599.19', '25.99160543', '30', '5', '0.090372', '0.143572', '0.167148', '0.145197', '0.105607', '358.199']

** get_Rfile_ascii_table_params: lline: 347 ['324', '-1631.78', '-32.58618948', '29', '12', '0.097695', '0.144642', '0.092472', '0.161624', '0.045169', '341.639']

** get_Rfile_ascii_table_params: lline: 348 ['325', '-1616.09', '15.68313512', '0', '10', '0.090234', '0.125810', '0.126911', '0.086368', '0.154006', '363.021']

** get_Rfile_ascii_table_params: lline: 349 ['326', '-1550.91', '65.17884793', '27', '16', '0.056181', '0.114978', '0.121397', '0.097292', '0.130022', '344.263']

** get_Rfile_ascii_table_params: lline: 350 ['327', '-1561.01', '-10.09283738', '28', '21', '0.084835', '0.176317', '0.074203', '0.077790', '0.140556', '346.393']

** get_Rfile_ascii_table_params: lline: 351 ['328', '-1560.3', '0.7100631432', '4', '1', '0.104868', '0.150355', '0.115667', '0.073570', '0.080404', '344.982']

** get_Rfile_ascii_table_params: lline: 352 ['329', '-1592.98', '-32.68016278', '28', '28', '0.101346', '0.132928', '0.052713', '0.125817', '0.099853', '371.356']

** get_Rfile_ascii_table_params: lline: 353 ['330', '-1602.87', '-9.889626402', '8', '22', '0.093409', '0.124114', '0.106692', '0.069387', '0.091400', '346.768']

** get_Rfile_ascii_table_params: lline: 354 ['331', '-1531.83', '71.03249119', '20', '25', '0.081203', '0.145496', '0.089243', '0.051499', '0.116716', '318.739']

** get_Rfile_ascii_table_params: lline: 355 ['332', '-1546.38', '-14.55052482', '4', '28', '0.050560', '0.144494', '0.109352', '0.116325', '0.161994', '353.506']

** get_Rfile_ascii_table_params: lline: 356 ['333', '-1519.6', '26.78102266', '15', '2', '0.101951', '0.069504', '0.119229', '0.120250', '0.109780', '328.037']

** get_Rfile_ascii_table_params: lline: 357 ['334', '-1582.98', '-63.3778518', '27', '20', '0.108993', '0.103598', '0.085396', '0.118077', '0.072752', '369.908']

** get_Rfile_ascii_table_params: lline: 358 ['335', '-1549.57', '33.41206353', '2', '25', '0.078666', '0.118943', '0.139137', '0.152446', '0.072966', '342.373']

** get_Rfile_ascii_table_params: lline: 359 ['336', '-1477', '72.56483523', '10', '17', '0.082613', '0.114195', '0.140955', '0.131095', '0.112928', '363.43']

** get_Rfile_ascii_table_params: lline: 360 ['337', '-1586.8', '-109.7939868', '13', '21', '0.097055', '0.156237', '0.154354', '0.155458', '0.078029', '343.637']

** get_Rfile_ascii_table_params: lline: 361 ['338', '-1612.08', '-25.28427861', '0', '17', '0.140041', '0.151572', '0.168604', '0.111947', '0.135457', '363.209']

** get_Rfile_ascii_table_params: lline: 362 ['339', '-1603.13', '8.95394084', '16', '11', '0.084851', '0.094602', '0.071969', '0.175205', '0.092458', '373.111']

** get_Rfile_ascii_table_params: lline: 363 ['340', '-1505.9', '97.22534556', '12', '30', '0.138132', '0.087908', '0.095058', '0.154393', '0.099283', '326.327']

** get_Rfile_ascii_table_params: lline: 364 ['341', '-1574.11', '-68.2035347', '9', '30', '0.107083', '0.123449', '0.100378', '0.117734', '0.131437', '339.709']

** get_Rfile_ascii_table_params: lline: 365 ['342', '-1547.86', '26.24525797', '7', '20', '0.060098', '0.147259', '0.110312', '0.120595', '0.147893', '348.801']

** get_Rfile_ascii_table_params: lline: 366 ['343', '-1534.59', '13.26875452', '30', '14', '0.124320', '0.132150', '0.149277', '0.124677', '0.064381', '345.842']

** get_Rfile_ascii_table_params: lline: 367 ['344', '-1588.83', '-54.23584107', '8', '6', '0.078190', '0.097504', '0.103904', '0.085390', '0.113389', '380.754']

** get_Rfile_ascii_table_params: lline: 368 ['345', '-1502.31', '86.51928517', '2', '31', '0.124036', '0.083468', '0.148512', '0.185936', '0.084017', '362.053']

** get_Rfile_ascii_table_params: lline: 369 ['346', '-1583.6', '-81.29496556', '20', '8', '0.091626', '0.170925', '0.125805', '0.086027', '0.074681', '362.384']

** get_Rfile_ascii_table_params: lline: 370 ['347', '-1598.63', '-15.02695521', '6', '5', '0.069244', '0.087292', '0.124553', '0.161845', '0.119887', '359.35']

** get_Rfile_ascii_table_params: lline: 371 ['348', '-1494.52', '104.1072833', '8', '26', '0.100963', '0.122853', '0.063823', '0.153283', '0.135990', '328.392']

** get_Rfile_ascii_table_params: lline: 372 ['349', '-1603.01', '-108.4830889', '26', '15', '0.084141', '0.106578', '0.111415', '0.100699', '0.077161', '360.512']

** get_Rfile_ascii_table_params: lline: 373 ['350', '-1506.53', '96.47976869', '4', '29', '0.109763', '0.097386', '0.096957', '0.103062', '0.089577', '337.715']

** get_Rfile_ascii_table_params: lline: 374 ['351', '-1575.15', '-68.61775872', '2', '7', '0.105065', '0.084573', '0.150378', '0.114452', '0.077325', '342.864']

** get_Rfile_ascii_table_params: lline: 375 ['352', '-1600.07', '-24.9260645', '14', '19', '0.106321', '0.097957', '0.080745', '0.114324', '0.121229', '348.289']

** get_Rfile_ascii_table_params: lline: 376 ['353', '-1582.94', '17.13417307', '23', '4', '0.033933', '0.137849', '0.097646', '0.103217', '0.118891', '315.534']

** get_Rfile_ascii_table_params: lline: 377 ['354', '-1510.38', '72.55330586', '12', '26', '0.091059', '0.097881', '0.114833', '0.176292', '0.109934', '354.73']

** get_Rfile_ascii_table_params: lline: 378 ['355', '-1536.77', '-26.38481572', '23', '26', '0.082320', '0.085737', '0.120104', '0.073245', '0.081215', '297.929']

** get_Rfile_ascii_table_params: lline: 379 ['356', '-1530.34', '6.429489524', '12', '28', '0.054917', '0.108389', '0.099975', '0.142142', '0.136545', '334.119']

** get_Rfile_ascii_table_params: lline: 380 ['357', '-1548.62', '-18.28223034', '28', '31', '0.067643', '0.129606', '0.091943', '0.107074', '0.105474', '371.173']

** get_Rfile_ascii_table_params: lline: 381 ['358', '-1552.95', '-4.327521222', '26', '0', '0.076000', '0.163948', '0.133679', '0.096637', '0.112012', '371.606']

** get_Rfile_ascii_table_params: lline: 382 ['359', '-1526.83', '26.12372212', '13', '1', '0.084131', '0.140766', '0.125068', '0.117352', '0.127055', '361.935']

** get_Rfile_ascii_table_params: lline: 383 ['360', '-1585.36', '-58.53780844', '1', '8', '0.090065', '0.163583', '0.134198', '0.111040', '0.113627', '355.583']

** get_Rfile_ascii_table_params: lline: 384 ['361', '-1583.84', '1.524067774', '3', '21', '0.081864', '0.147195', '0.063300', '0.094504', '0.077498', '347.585']

** get_Rfile_ascii_table_params: lline: 385 ['362', '-1553.28', '30.55780876', '16', '4', '0.056487', '0.167147', '0.102557', '0.185465', '0.148227', '362.298']

** get_Rfile_ascii_table_params: lline: 386 ['363', '-1568.68', '-15.39599541', '21', '3', '0.061857', '0.140210', '0.138964', '0.108028', '0.141635', '349.176']

** get_Rfile_ascii_table_params: lline: 387 ['364', '-1525.83', '42.85153576', '22', '18', '0.090278', '0.073586', '0.130103', '0.078614', '0.041960', '370.744']

** get_Rfile_ascii_table_params: lline: 388 ['365', '-1554.4', '-28.5721381', '8', '19', '0.082784', '0.141838', '0.051743', '0.102578', '0.119877', '331.881']

** get_Rfile_ascii_table_params: lline: 389 ['366', '-1559.22', '-4.824681704', '23', '30', '0.110879', '0.060442', '0.129284', '0.086845', '0.150856', '323.049']

** get_Rfile_ascii_table_params: lline: 390 ['367', '-1577.88', '-18.66108001', '7', '29', '0.131898', '0.163394', '0.187064', '0.153365', '0.084689', '364.314']

** get_Rfile_ascii_table_params: lline: 391 ['368', '-1599.33', '-21.44208192', '20', '24', '0.085728', '0.154618', '0.135186', '0.114698', '0.112729', '360.64']

** get_Rfile_ascii_table_params: lline: 392 ['369', '-1555.16', '44.17064588', '30', '9', '0.107349', '0.140195', '0.156326', '0.063653', '0.150883', '335.461']

** get_Rfile_ascii_table_params: lline: 393 ['370', '-1545.35', '9.803621883', '18', '17', '0.095024', '0.142589', '0.131173', '0.130384', '0.156893', '353.041']

** get_Rfile_ascii_table_params: lline: 394 ['371', '-1496.88', '48.46817739', '9', '31', '0.059432', '0.159645', '0.161955', '0.152792', '0.093723', '347.059']

** get_Rfile_ascii_table_params: lline: 395 ['372', '-1512.46', '-15.57979059', '25', '14', '0.081514', '0.120563', '0.120345', '0.123971', '0.084165', '391.505']

** get_Rfile_ascii_table_params: lline: 396 ['373', '-1559.66', '-47.19393153', '1', '17', '0.091332', '0.157346', '0.095070', '0.105000', '0.135738', '350.969']

** get_Rfile_ascii_table_params: lline: 397 ['374', '-1540.02', '19.63462435', '5', '5', '0.083520', '0.140314', '0.138930', '0.076578', '0.165489', '389.04']

** get_Rfile_ascii_table_params: lline: 398 ['375', '-1554.5', '-14.47602354', '31', '24', '0.108665', '0.119762', '0.187259', '0.118644', '0.153094', '381.868']

** get_Rfile_ascii_table_params: lline: 399 ['376', '-1562.97', '-8.472269939', '17', '19', '0.090804', '0.170081', '0.068526', '0.125021', '0.132104', '377.712']
